artist_name,track_name,release_date,genre,lyrics
Anuel AA,Hasta Que Dios Diga,2020,Reggae,"[Intro: Anuel AA] Brr Hoy la noche se acaba, tú desnuda en mi cama (Cama) Anoche te soñé (Soñé), y me quedé con las gana' (Gana'; uah) Baby, apaga el celular que te quiero disfrutar No le vaya' a contestar, no, yeah (Yeah-yeah) Y ese traje se ve bien con tus nalga' apretá' Pero e' hora de quitarlo [Coro: Bad Bunny & Anuel AA] Ey, hoy la noche es tuya y mía (Tuya y mía, yeah-yeah) La luz está apagá', pero tú está' prendía' La nota me dice que siga (Me dice que—) Te vo'a dar hasta que Dio' diga, ey (Brr) Hoy la noche e' tuya y mía (Uah) La luz está apagá', pero tú 'tás prendía' (Uah) La nota me dice que siga (Que siga) Te vo'a dar hasta que Dio' diga (Uah) [Verso 1: Anuel AA] 'Tás tan dura que hasta Ricky Martin quiere darte (Darte) Tú llega' y estas putas empiezan a envidiarte (Envidiarte) Tu gato dice que e' real, pero él te miente (Brr) Yo soy real, yo soy real hasta la muerte, yah ¿Por qué ese jevo tuyo 'tá celoso? ('Tá celoso) Y eso labio’ allá abajo 'tán jugoso' (Jugoso') Baby, hoy la noche e' de nosotro' (De nosotro') Y ese totito en mi boca 'tá chicloso, ey (Chicloso) Que no' perdone La Virgen y Jesucristo Fue que yo te vi, me tropecé con tu culito Bebé, no me compare' porque yo nunca compito Mayweather no se va a trepar al ring con Margarito (Brr) Yo solo quiero perrearte, en la cama amarrarte Morderte y lamberte to'as tus parte' Hablándote al oído grosería' (Grosería') Tu amor e' de él, pero en el sexo tú ere' mía, yah-yah (Brr) [Coro: Bad Bunny & Anuel AA] Hoy la noche es tuya y mía La luz está apagá', pero tú está' prendía' (Eh) La nota me dice que siga (Me dice que siga) Te vo'a dar hasta que Dio' diga (Hasta que—; uah-uah) Hoy la noche e' tuya y mía (Tuya y mía, baby) La luz está apagá', pero tú está' prendía' (Uah) La nota me dice que siga (Uah) Te vo'a dar hasta que Dio' diga (Yeh-yeh-yeh), ey (Brr) [Verso 2: Bad Bunny] Ese culo está cabrón, mami, tú 'tás bendecida (Amén) Te toqué y estaba' humedecida (Ey) Pa' chingar no hay que estar junto' de por vida (No) Dejemo' que la luna hoy decida (Wuh) Porque nosotro' estamo' arrebatao' (Arrebatao'; ey) Y tú bien bellaca, ya yo lo he notao' (Yo lo he notao'; jeje) El gato tuyo siempre coge to' prestao' (Jaja; ey) Y yo a 40 mil pie' en el jet trepao' (¡Wuh!) Tú ere' mi Lady Gaga, yo tu Bradley Cooper Ella se lo traga (Traga), y me lo escupe Tú quiere' comerme, yo siempre lo supe Si quiere' te compro la Range o la Mini Cooper (¡Wuh!) [Puente: Bad Bunny & Anuel AA] Y te compré un babydoll Gucci (Gucci) Pa' que te lo ponga' con lo tacone' Prada (Ah-ah) Te veo typin', pero no envía' nada Tírame el location y espérame en la entrada, ey Que te compré un babydoll Gucci (Gucci) Pa' que te lo ponga' con lo tacone' Prada (Ah-ah) Te veo typin', pero no envía' nada Envíame el location y espérame en la entrada, ey [Coro: Bad Bunny & Anuel AA] Hoy la noche es tuya y mía La luz está apagá', pero tú está' prendía' La nota me dice que siga Te vo'a dar hasta que Dio' diga (Uah; brr) Hoy la noche e' tuya y mía (Uah) La luz está apagá', pero tú está' prendía' (Uah) La nota me dice que siga (Que siga) Te vo'a dar hasta que Dio' diga [Outro: Anuel AA & Bad Bunny] Ey; brr Real, real (Yeh-yeh-yeh-yeh) Real hasta la muerte, baby (Yeh-yeh-yeh-yeh) Real hasta la muerte, baby Bad Bunny, baby, eh, eh, eh Bad Bunny, baby, yeah-yeah Anuel Chris Jeday Ga-Gaby Music Mera, dime Nino Yeah-yeh Dulce Como Candy Yeah-yeh (Real hasta la muerte, baby) Lo' reye' y lo' diose', ¿oí'te? (Real hasta la muerte, baby) Brr Mera, dime Frabian Real hasta la muerte (Yeh-yeh-yeh Dile que tú ere' mía La luz está apagá', pero tú 'tás prendía', prendía' La nota me dice que siga Te vo'a dar hasta que Dio' diga) Yeah-yeah-yeah-yeah"
Bryant Myers,Gan-Ga - Remix,2019,Reggae,"[Intro: Anuel AA & Bryant Myers] Brr Lanalizer got the fire (Yeah, yeah, yeah), yeah Anuel Me ven con to' lo que tengo y también quieren verse así Antes cobraba quiniento' y ahora son quinientos mil Yo tengo mucho' enemigo', no me puedo dormir (Brr) Yo nunca me vo'a dormir [Coro: Bryant Myers & Anuel AA] Por eso es que yo ando con mi ganga Al armero le compramos lo' AR y lo' AK Seteciento' en el cuello, te muere' si trata' (Trata') Aquí no hay miedo, cabrón, los tuyo' se trancan (Yeah, yeah-eh; brr) Por eso es que yo ando con mi ganga Al armero le compramos lo' AR y lo' AK (Lo' AK) Seteciento' en el cuello, te muere' si trata' (Brr) Aquí no hay miedo, cabrón, los tuyo' se trancan (Uy) [Verso 1: Anuel AA & Bryant Myers] Nunca flow Maluma, siempre Real G (Real G) Y hasta a Triple H le hacemo' la Pedigree (La Pedigree) Lo palo' son AR-15 (Brr) Y yo no soy Romeo, pero en el trap yo soy el king (Yo soy el king) Y yo no vendo carro' y ya tengo un dealer (Brum) Sold out lo' concerts como los Beatle' (Uy) Y con la' lenta hice par de mile' (Par de mile', eh) Michael Jackson, lo' zombie', Thriller, yeah (Krr') AP rose (Rose), my neck froze (Wuh) Par de hoes (Yeah), pussy, clothes (Woh) Versa, Dolce (Yeah), Ferra, Porsche (Wuh) Moñas crunch (Gring, gring), yeah Fue difícil, pero lo logramo' (Yeah) Ahora estamo' en los kilo', empezamo' en los gramo' Cerraron la puerta, pero la tumbamo' Nosotros siempre ganamo' [Coro: Bryant Myers & Anuel AA] Por eso es que yo ando con mi ganga Al armero le compramos lo' AR y lo' AK Seteciento' en el cuello, te muere' si trata' (Trata') Aquí no hay miedo, cabrón, los tuyo' se trancan (Yeah, yeah-eh) Por eso es que yo ando con mi ganga Al armero le compramos lo' AR y lo' AK (Lo' AK) Seteciento' en el cuello, te muere' si trata' (Brr) Aquí no hay miedo, cabrón, los tuyo' se trancan, yeah [Verso 2: Bryant Myers & Anuel AA] Siempre real, my nigga, nunca fake (Nunca) Date una cachá', haze, haze (Haze) La tengo engancha', ey, ey (¡Ey!) No mires pa' acá, ey, ey (Yeah) Quiero más botella' y más bitche' Lo' trabajo' ya pasaron el preacher Yo lo' vendí en treinta y los compré en quince Yo lo' vendí en treinta y los compré en quince, yeah La probatoria a mí me estresa Meé positiva a milloneta Yo tengo un problema de riqueza Y no me llevo con nadie, flow Vegeta, -ta Facturando money everyday, everyday (Everyday, everyday) Shooters que no fallan como Klay, como Klay [Coro: Bryant Myers & Anuel AA] Por eso es que yo ando con mi ganga Al armero le compramos lo' AR y lo' AK Seteciento' en el cuello, te muere' si trata' (Trata') Aquí no hay miedo, cabrón, los tuyo' se trancan (Yeah, yeah-eh) Por eso es que yo ando con mi ganga Al armero le compramos lo' AR y lo' AK Seteciento' en el cuello, te muere' si trata' (Si trata') Aquí no hay miedo, cabrón, los tuyo' se trancan (Uy), yeah [Outro: Bryant Myers & Anuel AA] Bry-Bry-Bry-Bry-Bryant My— Bryant Myers Mera, dímelo, Anuel Este e' el remix má' hijo 'e la gran puta de la historia del trap Brr Millo Gang Cromo ""La X"""
Ele A El Dominio,Codeine Crazy - Spanish Remix,2019,Reggae,"[Intro] 'Toy bien loco Ajá Ah, ah Overdose Como ya no está (Ya no está) E' que yo me endrogo (Yo me endrogo) Como ya no está (Ya no está) E' que yo me endrogo (Yo me endrogo) Como ya no está (Esta e' una historia real; ajá) [Refrán] Como ya no está (Ya no está) Yo me embollo, yo me endrogo Como ya no está (Ya no está) Yo me desahogo (Desahogo) Como ya no está (Ya no está) Tengo otra amista' (Otra amista') Tengo libertad (Tengo libertad) Ya puedo respirar Chingo con do' (Chingo con do'; ah) Y tú con otro nigga (Otro nigga) Dándome shots (Dándome shots) Me voy con otra biche' (Otra biche') Estoy bien loco ya (Bien loco ya) El Lean me tiene bien crazy Pero qué bien me va (Que bien me va; ah) Ahora que tú no está' (Tú no está') Mira, que bien me va (Que bien me va) [Verso 1] (Me va cabrón; ah) Ahora que tú no está' Me voy con mis niggas por ahí a beber y fumar weed y joder (Weed y joder) Estaba pela'o y ahora estoy pega'o y los toto' empiezan a llover (Empiezan a llover) No sientes lo mismo que sentías conmigo cuando estás con él Él na' má' promete hasta poderlo meter Tu amiga me llama jodiendo pa' entender ¿Qué cómo lo hago?, ella lo quiere saber (Lo quiere saber) Un día te lo dije: ""No ha nacido nadie que venga a jode-er"" Sé que es difícil, no lo quieres ver No fue fácil pa' mí entender Todo esto se va a resolver Ya no pienso en ti, meno' en volver (No) ¿Qué no funciona?, eso lo sé (Ah) Me siento bien con do' Percocet (Ah) Vaso 'e Lean, Sour y cigarette Par de puta' en el Internet (Ah) [Puente] Celebrar que salí de ti Celebrar que sale de ti (Pa'l carajo) Celebrar que salí de ti (¿Ah?) Celebrar que salí de ti Te dije, te dije, te dije, te dije (Lo siento; ah) [Verso 2] Que al amor algún día sería inmune (¿Cómo?) Solo el sexo e' lo que nos une (Ah) Me voy el vierne' y llegó los lune' (Pum) Hacer dinero, lo mío' desayunen (Ah) Trate de explicarte, pero nunca pude (No) Quise demostrarte y tampoco yo pude (No) Ahora hay otro que hace que tu sude' (Ah) Pero conmigo tú llegaba' a las nube' Te ponía bellaca, te ponía a brincar (Bellaca) Que te clavaba y te ponía a gritar (Ah) Tu' castigo' no podrá' olvidar (Ah) Quién te hacía venir y te ponía a orinar (Ah) No caben mujere' en my new phone (No) Me mandan Snapchat en todas las poses (Ah) Me buscan amiga' pa' hacer un threesome (Ah) Todavía guarda' ropa mía en tu closet (Ah) Ahora son tanta' que confundo los nombre' (Ah) Ahora son tanta' que confundo las voce' Tratas de buscarme en hombres que conoces Si ya no hay amor, olvidémoslo entonces Llo'-llo'-llo'-llora (¿Ah?) Llo'-llo'-llo'-llora (Ah) Llora, llora, llora [Coro] ('Toy bien crazy, 'toy bien crazy, 'toy bien crazy) Crazy ('Toy bien crazy, 'toy bien crazy, 'toy bien crazy) Con esta maldita nota me pongo bien crazy [Verso 3] Con 20 mujere' en to' los site (Ah) Si me joden mucho les digo ""bye"" (Bye) Se vuelven loca' si escuchan mi vo' (Ah) Boté la' Smithands ahora toda' son Glocks (Pew) Ve a hacer la reservation (Ah) Trabajando y de vacation (Vacation) To'a la noche fornication (Ah) Y ahora me busca', ¿qué cojone'? (¿Qué cojone'?) Lleno de humo tengo lo' pulmone' (Hmm) 5 gramo' dentro 'e lo' blune' (Ajá) Con to'a las puta' uso condone' Y ahora todas me dicen que ""sí"" (Ah) Por eso ya yo ni pienso en ti Tú con ese charro, mírate ahora please (Ja) (Con ese charro, mírate ahora please) Tú con ese charro, mírate ahora please (Jajaja) Dentro 'e la botella le echo Molly (Ah) Pa' olvidarme 'e ti unas cuanta' Pali Sprite y lollipop, pa' olvidarme 'e ti botella' de Cîroc Pa' olvidarme de ti tengo die' culo' (Ah) Pa' olvidarme de ti fumo y me da to' (Ah) ¿Quería’ tiempo? Te compro un reloj pa' que cuente’ el tiempo, perdimo' los do' (Ah) Trata' de olvidarme (Ah) Y eso no se puede, y eso no se puede Ninguna ha podido (Ninguna) Después de to' lo que he pasa'o y to' lo que me he jodi'o Me olvidé de todo siguiendo my dream Un vaso 'e Lean y le echo Molly con dos prepago' que sean de Cali [Coro] ('Toy bien crazy; diablo'; 'toy bien crazy, 'toy bien crazy) Que loquera ('Toy bien crazy, 'toy bien crazy, 'toy bien crazy) Con esta maldita nota me pongo bien crazy [Refrán] Como ya no está (Ya no está) Yo me embollo, yo me endrogo Como ya no está (Ya no está) Yo me desahogo (Desahogo) Como ya no está (Ya no está) Tengo otra amista' (Otra amista') Tengo libertad (Tengo libertad) Ya puedo respirar Chingo con do' (Chingo con do'; con do') Y tú con otro nigga (Otro nigga) Dándome shots (Dándome shots) Me voy con otra biche' (Otra biche') Estoy bien loco ya (Bien loco ya) El Lean me tiene bien crazy Pero qué bien me va (Qué bien me va) Ahora que tú no estás (Tú no estás) Mira, que bien me va (Que bien me va) [Outro] Ah El Dominio nigga Codeine Nigga' Co'-Co' Dímelo Overdose Dile que si fue que no vuelva Que se vaya pa'l carajo a putear ¿Ah? ¿Ah? Puta"
Yannc,Sigue Bailandome,2018,Reggae,"[Intro: Darkiel, Myke Towers & Brray] (Sheesh) Pégate poco a poco Tú me vuelve' loco cuando bailas Full Harmony Me volvió loco cómo bailas [Pre-Coro: Darkiel] No sé si despué' de la disco quieres irte conmigo, ma' (Si quiere' irte conmigo pa' casa) Yo, por mí, me quedo contigo toda la vida (To'a la vida) Me enamora la forma en que te pegas (Cuando te pegaste) Y te mueves (Y te me moviste) [Coro: Darkiel] Sigue bailándome Pégate poco a poco y bésame, aeh Por si no te veo mañana otra vez (Por si no te veo) Me volvió loco cómo bailas y te mueves Sigue bailándome Pégate poco a poco y bésame, aeh Por si no te veo mañana otra vez Me volvió loco cómo bailas y te mueves [Verso 1: Myke Towers] (Myke Towers) Tú me vuelve' loco cuando bailas, baby Si tienes amigas, ven y tráela' (Tráela', ey) O dime adónde quiere' que le caiga Ella siempre me aruña la espalda (Ajá) Aprovecha por si no hay mañana Ella y yo matamo' las ganas Sígueme bailando, que a ti nadie te iguala Tú estás buena, pero eres mala Y tú sabes cómo soy (¿Cómo?) Me dijo que de su corazón apagó sensor Le ofrecí un trago y no lo pensó (Ah) Yo solo acabo lo que empezó No soy un Chayanne, pero nunca te fallé No me importa el qué dirán, yo te busco en la Cayenne Yo sin pensarlo me le pegué Baila mejor que las de D'Girls [Coro: Darkiel] Sigue bailándome (Sigue así) Pégate poco a poco y bésame (Dale), aeh Por si no te veo mañana otra vez (Por si no te veo) Me volvió loco cómo bailas y te mueves (Me volviste loco) Sigue bailándome (Baila conmigo) Pégate poco a poco y bésame, aeh Por si no te veo mañana otra vez Me volvió loco cómo bailas y te mueves [Verso 2: Eladio Carrión] (Eladio Carrión) Tú me tiene' loco, loco, loco, loco, loco Y te quiero ver, babygirl Desde que te vi, no te puedo olvidar Quisiera mentir y no puedo negar Que me tiene' pensándote Tú baila', yo mirándote Las mujere' envidiándote Porque tú la tiene', baby, nadie te mantiene, baby, yeah Yo-oh-oh-oh-oh, me vuelvo loco cuando baila' así, pa' mí Pero no te vaya', mamita, no-oh-oh-oh-oh Tan deprisa no te puede' ir Solo quédate un ratito más, bebé Así que dámelo, que yo me lo merezco Ese booty 'tá perfecto Eres buena en esto, pero tú me haces daño como el refresco Ellos te tiran, ni me molesto Porque tú sabe' que ere' mía Baby, nadie va a joder lo nuestro Tú tranquila, solo confía [Coro: Darkiel] Y sigue bailándome Pégate poco a poco y bésame (Dale), aeh Por si no te veo mañana otra vez (Por si no te veo) Me volvió loco cómo bailas y te mueves Sigue bailándome (Sigue así) Pégate poco a poco y bésame, aeh (Dale) Por si no te veo mañana otra vez Me volvió loco cómo bailas y te mueves [Verso 3: Brray] (Brru), yeah Más claro que el agua, tranquila, yo fluyo Puesto pa' darte lo tuyo (Sheesh) Y quiero que sepas que lo mío es suyo (Suyo, suyo) Gracia' a este bailoteo marullo Que me dejó loco como Gina, manía Aquí no hay Montana que nos tumbe el party, ey (Que nos tumbe el party) Media X la Dasani (Yah) Y te lo undo como Jack a Rose en Titanic, yeah (Yah) Dime si por lo meno' lo piensa' (Lo piensa') Que te tengo unas gana' inmensa' (-mensa') Tienes la oferta en la mesa Como Arca, te tengo una sorpresa (Brru) Y te la quiero dar (Te la quiero dar) Nunca me va' a olvidar Si me tiro de pecho, acompáñame a nadar (Brr) Donde te mojes, no va a secar [Verso 4: Darkiel] Muévelo Mami, no te pare', siente el ritmo Y muévelo (Hah, hah, hah, hah) Como nunca antes te has sentido, lo haré yo Ya verás que me deslizo en tus piernas Voy a que me recuerdas como por siempre el mejor (Tú verá'; oye) Me volví loco con tu forma 'e camina' Mi vitamina, baby, yo no quiero más na' (Nah) Mi loba, la que me roba cuando me soba, na' de na' de boba Si la viera' cómo me aruña en la alcoba Y yo no soy su hombre perfecto (Oye) Pero to' lo que ella siente lo detecto Soy su mejor aliado a la hora de meterle en todo' lado' Voy a que mañana amanezco acompañado [Outro: Darkiel, Brray, Myke Towers & Eladio Carrión] (Sheesh) Este es Darrr-kiel Myke Towers (Brru) Puro fuego Brray No jugamo' Eladio Carrión Las oveja' negra' YannC YannC El Armónico Full Harmony Siggy Onyx Unstopable, baby, sheesh Díselo, Chalko"
Hale,The Day You Said Goodnight,2005,Reggae,"Take me as you are Push me off the road The sadness, I need this time to be with you I'm freezing in the sun I'm burning in the rain The silence, I'm screaming Calling out your name [Pre-Chorus] And I do, reside in your light Put out the fire with me and find Yeah, you'll lose the sight of your circles That's what I'll do If we say goodbye [Chorus] To be is all I got to be And all that I see And all that I need this time To me, the life you gave me The day you said goodnight [Verse 2] The calmness in your face That I see through the night The warmth of your light is pressing unto us You didn't ask me why I never would have known Oblivion is falling down [Pre-Chorus] And I do, reside in your light Put out the fire with me and find Yeah, you'll lose the sight of your circles That's what I'll do If we say goodbye [Chorus] To be is all I got to be And all that I see And all that I need this time To me, the life you gave me The day you said goodnight [Bridge] If you could only know me Like your prayers at night Then everything between you and me Will be all right [Chorus] To be is all I got to be And all that I see And all that I need this time To me, the life you gave me The day you said goodnight [Refrain] She's already taken She's already taken She's already taken me She's already taken She's already taken me [Outro] The day you said goodnight"
Wisin,Fiel - Remix,2021,Reggae,"[Intro: Jhay Cortez, Wisin, Anuel AA & Myke Towers] This is the remix, ¿me sigue'? Ustede' saben ya quién yo soy La Presión e' real hasta la muerte Indica, Doble Multimillo Records La Base Brr [Pre-Coro: Anuel AA & Wisin, Jhay Cortez & Anuel AA] El tiempo volando se va (Volando; se va) Hoy te tengo, pero quizá mañana te vas ¿A qué estamo' jugando? Si ya (Oh-oh-oh-oh) Los do' caímo', aquí no hay vuelta atrás (Let's go!) [Coro: Jhay Cortez & Wisin] Nadie lo hace como tú lo sabe' hacer Ese cuerpito no e' mío, pero yo le soy fiel Si tú no quiere' salir, yo no quiero beber Pero cuando te dé hambre no' podemo' comer (Mr. W) Nadie lo hace como tú lo sabe' hacer (Woh-oh-oh-oh) Ese cuerpito no e' mío, pero yo le soy fiel (Tra, tra, tra) Si tú no quiere' salir, yo no quiero beber (Se hace lo que uste' diga) Pero cuando te dé hambre no' podemo' comer (Desde La Base) [Verso 1: Anuel AA & Wisin, Jhay Cortez & Anuel AA] Si tuviera' una gemela, comoquiera yo te escogería a ti (Te escogería a ti) No sé qué carajo somo', pero sé que tú ere' bi (Pero sé que tú ere' bi) Enrolamo' el Gary Payton, prendemo' el pack de Phillie' Tu novio no sabe chingarte, ese cabrón e' un maniquí (Jaja) ¿Cómo se siente, cómo se siente? (Siente) Las cincuenta sombra' 'e Grey y no habla' de un delincuente (Delincuente) Ninguno gana por má' que comenten (Comenten) Hoy e' noche de terror y llamé pa' verte (¡Anuel!; ¡brr!) En el Camaro endemonia'o, tú sabe' que estoy arma'o (Tú sabe' que estoy arma'o) Real hasta la muerte, ella lo tiene tatua'o (Lo tiene tatua'o) Con ese culo que tú tiene', yo te llevo pa' to' la'o (Pa' to' la'o) De PR hasta Miami, de Miami a Curazao, sí Los palo' en la azotea (¡Brr!) A la que hable mierda en Instagram la bloquea (Bloquea) Ella tiene delivery, nunca capea (Capea) El pasto que ella fuma viene de San Andrea' (Ah) Y como Doble, dale tabla (Tabla) Me lleva al cielo, pero ella e' una diabla (Una diabla) Usa Supreme, Valentino y Balenciaga (Eh) E' la más dura en to'a la puta barriada (¡Brr!) [Refrán: Anuel AA & Wisin] Tu mente dice que no (No) Por dentro quiere' coger (Eh) Mi mente dice que sí (Sí) Yo te lo quiero meter (Uah) Tengo gana' de matar la' gana' (Oh-oh-oh) Perco y Buchanan's (Oh-oh-oh) Mari, también Juana (W; brr) [Verso 2: Wisin] No necesito nada, solo necesito un roce, tú me conoces (Ey) Nos activamos siempre después de las doce (Tú sabe') No es un juego, tú quieres de mi fuego (Tra, tra, tra, tra, tra) Tómalo, bebé, yo solo quiere que tú goces Una modelo, pero callejera (Princesa) Dale lento, bandolera (Duro, duro) Todas son imitación, ella es la verdadera Cuando lo prendo, se desespera ¿Y cómo se siente, cómo se siente? Baby, del uno al die', yo te doy un veinte Contigo nadie gana por má' que comenten Hoy e' noche de sexo, llamé pa' verte, eh [Coro: Jhay Cortez, Anuel AA & Myke Towers] Nadie lo hace como tú lo sabe' hacer (Hacer) Ese cuerpito no e' mío, pero yo le soy fiel (Soy fiel) Si tú no quiere' salir, yo no quiero beber (Yo no quiero beber) Pero cuando te dé hambre no' podemo' comer (Young Kingz) [Verso 3: Myke Towers & Wisin] De ti siempre tengo apetito Quiero saciar tu sed, si me la como, repito Doy lo que sea por adueñarme de ese cuerpito Si va' pa' la calle yo le llego a cualquier sitio Dime qué país, qué estado, qué municipio Desde un principio Te dije que yo me iba a envolver, ella sin filtro Se ve mejor que mucha' editada', me anticipo A la jugada; tiene alguien, pero soy su tipo Y si estás sola, yo te acompaño (Yeah) Es que de sus lágrima' yo soy el paño Con foto' sin ropa, me dice: ""Te extraño"" Yo la halaba por su pelo castaño Y va un año que no hace na' (This is the remix) No' devoramo' luego de salir a cenar De amigo' del baño tiene un arsenal Pero si se lo hago, nunca quiere frenar (La Presión) [Verso 4: Jhay Cortez, Jhay Cortez & Wisin] Tú 'tás dura sin ir al gym, taco' Louboutin (¡Sí!) Maquillaje de Sephora, pantie' de Supreme (Supreme) Tu celular y tu corazón tienen PIN Por nadie llora, a to'a la' relacione' pone fin ¿Cómo se siente, cómo se siente? (Siente) Baby, del uno al die', yo te doy un veinte (Veinte) Contigo nadie gana por má' que comenten (No) Hoy e' noche de sexo, llamé pa' verte (Jhay Cortez) En la jeepeta arrebata'o, tú me tiene engabeta'o (Engabeta'o) Siempre con gana' 'e darte, no importa cuánto te he da'o (¿Me sigue'?) A ti nadie te deja, tú todo' lo' ha' deja'o En la cama, tengo gana' 'e bailarte como Rauw Tu recuerdo me persigue (-sigue) Pocas como tú, baby, hoy se consiguen (-siguen) Tú te porta' mal pa' que yo te castigue Le digo: ""La presión"", y me dice: ""¿Me sigue'?"", sí Como Doble, dale paleta (Paleta) Obliga'o en la uni era atleta (Obliga'o) To' la' suela', lo' taco' son rojo' (Rojo') TBT, cuando lo hicimo' en el Jetta Vete pa'l mall y explótame la tarjeta (La Presión) Toa' mis cancione' la' interpreta (¿Me sigue'?) Avísame cuando llegue' a la caseta Que mucha' quieren que yo se lo— (Shh; meta) [Refrán: Wisin, Jhay Cortez & Anuel AA] Tu mente dice que no Tu cuerpo quiere coger (Coger) Mi mente dice que sí (Woh-oh) Baby, te quiero comer Y tengo gana' de matar la' gana' Perco y Buchanan's Mari, también Juana (Brr) [Coro: Anuel AA & Wisin, Ambos] Nadie lo hace como tú lo sabe' hacer (Hacer) Ese cuerpito no e' mío, pero yo le soy fiel (Tra, tra) Si tú no quiere' salir, yo no quiero beber (Se hace lo que uste' diga) Pero cuando te dé hambre no' podemo' comer [Outro: Anuel AA, Wisin & Jhay Cortez] Pa' uste' hacer un remix como este, e' sencillo Tienen que volver a nacer Señoritas, se unen las potencias musicales del género urbano Oficialmente, el remix el año Desde La Base"
Brytiago,Netflixxx,2017,Reggae,"[Intro: Bad Bunny] Hoy yo soy solo para ti Vamo' a fumar viendo Netflix [Verso 1: Brytiago] Siempre estoy pendiente a mi negocio Yo creo que eso te gusta de mí Un piso alto, ya tú me conoces Tú eres la única que traigo aquí [Coro: Brytiago] Si tú te lo crees, yo también me lo creo Hoy yo soy sólo para ti Es más bebé, esta noche soy tu jevo Vamo' a fumar viendo Netflix Si tú te lo crees, yo también me lo creo Hoy yo soy sólo para ti Es más bebé, esta noche soy tu jevo Vamo' a chingar viendo Netflix [Verso 2: Bad Bunny] Imagina que llevamos meses Imagina que yo soy tu novio cuando te bese Aunque sólo nos vemos pa' chingar a veces Yo no soy Romeo ni tú eres Julieta Tú solamente me llamas pa' que yo te lo meta No enamorarse, esa es la meta ¡Ye! Baby, tú estás dura, la invito pa' casa y conmigo se cura Prendemos más phillies que en un concierto de Cultura Se quita la ropa y me brinca en el bicho como cangura Dice que soy el único que se lo mete y me lo jura Yo no quiero ser tu jevo oficial Me conformo con darte una vez al mes Pero si tú quieres lo puedo intentar Yo puedo serte fiel, si tú me lo crees [Coro: Brytiago, Bad Bunny] Si tú te lo crees, yo también me lo creo Hoy yo soy sólo para ti Es más bebé, esta noche soy tu jevo Vamo' a fumar viendo Netflix Si tú te lo crees, yo también me lo creo Hoy yo soy sólo para ti Es más bebé, esta noche soy tu jevo Vamo' a fumar viendo Netflix [Verso 3: Brytiago] La baby es modelo de TV Sólo oye trap y un poco de R&B Janguea tanto con la amiga Que la gente piensa que son hasta bi La movie casi ni la vi Se me paraba y yo me sorprendí Vi sus pezones pantalla con aros Se puso exótica cuando prendí Es de esas que en la casa creen que es sana Y cuando va pa' la mía lo que hace es ver porno y fumar marihuana Janguea nomas pa' los Ghett' Fumamo' y bebemo' pa' calmar la sed Le dice al novio que está viendo Net' Y le encanta ver la serie con la mando en la pared Aunque no somos nada, pero en la semana Le invito pa' casa a ver películas y fumar marihuana Apaga la TV, le gusta oscuro porque no se ve Yo puedo serte fiel si sólo vemos Netflix [Coro: Bad Bunny, Brytiago] Si tú te lo crees, yo también me lo creo Hoy yo soy sólo para ti Es más bebé, esta noche soy tu jevo Vamo' a fumar viendo Netflix Si tú te lo crees, yo también me lo creo Hoy yo soy sólo para ti Es más bebé, esta noche soy tu jevo Vamo' a chingar viendo Netflix [Outro] ¡Ye! Bad Bunny, baby Cartel Records Brytiago (Brytiago baby) Díselo Luian Hear This Music"
